# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2023-10-23T04:00:00.0/2023-10-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T05:00:00.0/2023-10-23T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T06:00:00.0/2023-10-23T07:00:00.0;37.9286;13.5293;3.5794;9.9499;48.5894;1.7215;0.0000;1.7215;0.0000;0.7250,
2023-10-23T07:00:00.0/2023-10-23T08:00:00.0;251.1377;138.9100;83.0528;55.8572;428.7169;15.8897;0.0000;15.8897;0.0000;0.8500,
2023-10-23T08:00:00.0/2023-10-23T09:00:00.0;459.2418;303.2692;226.3544;76.9148;672.7668;67.6145;6.5363;61.0782;16.9015;1.0000,
2023-10-23T09:00:00.0/2023-10-23T10:00:00.0;623.2045;441.9155;356.6348;85.2808;786.1571;266.6842;38.7246;227.9596;88.6701;1.0000,
2023-10-23T10:00:00.0/2023-10-23T11:00:00.0;731.8333;536.3926;447.3192;89.0734;840.8477;394.5472;187.9989;206.5484;349.6906;1.0000,
2023-10-23T11:00:00.0/2023-10-23T12:00:00.0;777.7080;577.9082;489.1635;88.7448;865.6137;548.3457;429.1128;119.2329;759.2064;1.0000,
2023-10-23T12:00:00.0/2023-10-23T13:00:00.0;757.6880;561.9728;476.5007;85.4722;865.4449;554.6992;461.5768;93.1224;839.0214;1.0000,
2023-10-23T13:00:00.0/2023-10-23T14:00:00.0;673.1258;489.9746;410.6646;79.3100;839.0782;489.9746;410.6646;79.3100;839.0782;1.0000,
2023-10-23T14:00:00.0/2023-10-23T15:00:00.0;529.7740;369.2715;300.0919;69.1796;777.2982;368.7712;299.2257;69.5455;774.6207;1.0000,
2023-10-23T15:00:00.0/2023-10-23T16:00:00.0;337.3932;211.9534;156.6214;55.3320;626.6887;191.8824;122.6235;69.2588;493.4482;1.0000,
2023-10-23T16:00:00.0/2023-10-23T17:00:00.0;109.4134;51.5572;27.5531;24.0041;243.7574;51.5572;27.5531;24.0041;243.7574;0.9250,
2023-10-23T17:00:00.0/2023-10-23T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T18:00:00.0/2023-10-23T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T19:00:00.0/2023-10-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T20:00:00.0/2023-10-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T21:00:00.0/2023-10-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T22:00:00.0/2023-10-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-23T23:00:00.0/2023-10-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T00:00:00.0/2023-10-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T01:00:00.0/2023-10-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T02:00:00.0/2023-10-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T03:00:00.0/2023-10-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T04:00:00.0/2023-10-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T05:00:00.0/2023-10-24T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T06:00:00.0/2023-10-24T07:00:00.0;34.9738;13.8806;5.1561;8.7245;75.0685;1.8100;0.0000;1.8100;0.0000;0.7333,
2023-10-24T07:00:00.0/2023-10-24T08:00:00.0;245.5304;145.7292;97.3067;48.4225;520.3333;24.5687;1.5631;23.0056;6.1346;0.8500,
2023-10-24T08:00:00.0/2023-10-24T09:00:00.0;453.4017;312.9759;243.9550;69.0209;736.1962;298.6437;232.1130;66.5308;691.9406;1.0000,
2023-10-24T09:00:00.0/2023-10-24T10:00:00.0;617.1337;452.8496;374.0092;78.8404;833.2161;452.8496;374.0092;78.8404;833.2161;1.0000,
2023-10-24T10:00:00.0/2023-10-24T11:00:00.0;725.5497;547.5665;464.8044;82.7621;881.8190;547.5665;464.8044;82.7621;881.8190;1.0000,
2023-10-24T11:00:00.0/2023-10-24T12:00:00.0;771.2450;588.4135;505.1541;83.2593;901.8940;588.4135;505.1541;83.2593;901.8940;1.0000,
2023-10-24T12:00:00.0/2023-10-24T13:00:00.0;751.0912;568.9474;485.5720;83.3755;890.0334;534.1568;398.7458;135.4110;728.8802;1.0000,
2023-10-24T13:00:00.0/2023-10-24T14:00:00.0;666.4503;491.0837;408.7765;82.3072;843.7330;366.5909;159.5163;207.0746;330.7558;1.0000,
2023-10-24T14:00:00.0/2023-10-24T15:00:00.0;523.0804;365.3606;289.3492;76.0113;758.6919;314.3314;182.8965;131.4349;472.7813;1.0000,
2023-10-24T15:00:00.0/2023-10-24T16:00:00.0;330.7437;207.0778;147.7859;59.2919;603.9048;165.9789;54.6442;111.3347;224.4474;1.0000,
2023-10-24T16:00:00.0/2023-10-24T17:00:00.0;103.3159;48.8515;25.6749;23.1766;235.3443;45.7451;18.6241;27.1210;168.1922;0.9333,
2023-10-24T17:00:00.0/2023-10-24T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T18:00:00.0/2023-10-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T19:00:00.0/2023-10-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T20:00:00.0/2023-10-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T21:00:00.0/2023-10-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T22:00:00.0/2023-10-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-24T23:00:00.0/2023-10-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T00:00:00.0/2023-10-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T01:00:00.0/2023-10-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T02:00:00.0/2023-10-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T03:00:00.0/2023-10-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T04:00:00.0/2023-10-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T05:00:00.0/2023-10-25T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T06:00:00.0/2023-10-25T07:00:00.0;32.1129;12.3206;4.3154;8.0052;65.4804;12.3206;4.3154;8.0052;65.4804;0.7500,
2023-10-25T07:00:00.0/2023-10-25T08:00:00.0;239.9162;138.2957;90.1090;48.1866;491.8340;123.4757;63.1927;60.2830;378.4727;0.8500,
2023-10-25T08:00:00.0/2023-10-25T09:00:00.0;447.5556;300.6566;230.0690;70.5876;703.6321;116.9691;31.6104;85.3587;84.2302;1.0000,
2023-10-25T09:00:00.0/2023-10-25T10:00:00.0;611.0615;434.0668;345.1067;88.9601;777.5438;270.8841;121.2572;149.6269;286.1731;1.0000,
2023-10-25T10:00:00.0/2023-10-25T11:00:00.0;719.2733;521.3511;411.6004;109.7508;788.4102;122.9591;0.0923;122.8668;0.1858;1.0000,
2023-10-25T11:00:00.0/2023-10-25T12:00:00.0;764.8004;555.8309;429.4907;126.3403;773.7262;152.4330;0.5600;151.8730;1.0042;1.0000,
2023-10-25T12:00:00.0/2023-10-25T13:00:00.0;744.5264;537.1186;411.4406;125.6779;761.3766;178.9277;0.7141;178.2136;1.3064;1.0000,
2023-10-25T13:00:00.0/2023-10-25T14:00:00.0;659.8215;466.7279;358.2559;108.4720;747.6723;135.5197;0.1402;135.3795;0.3065;1.0000,
2023-10-25T14:00:00.0/2023-10-25T15:00:00.0;516.4487;348.9345;262.9022;86.0322;699.3690;166.1291;5.3668;160.7623;14.1581;1.0000,
2023-10-25T15:00:00.0/2023-10-25T16:00:00.0;324.1703;196.6689;135.4075;61.2613;563.6852;123.9440;13.5047;110.4392;58.0484;1.0000,
2023-10-25T16:00:00.0/2023-10-25T17:00:00.0;97.4303;44.1926;21.5294;22.6632;200.5874;38.0491;9.3796;28.6696;107.7545;0.9500,
2023-10-25T17:00:00.0/2023-10-25T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T18:00:00.0/2023-10-25T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T19:00:00.0/2023-10-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T20:00:00.0/2023-10-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T21:00:00.0/2023-10-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T22:00:00.0/2023-10-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-25T23:00:00.0/2023-10-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T00:00:00.0/2023-10-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T01:00:00.0/2023-10-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T02:00:00.0/2023-10-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T03:00:00.0/2023-10-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T04:00:00.0/2023-10-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T05:00:00.0/2023-10-26T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T06:00:00.0/2023-10-26T07:00:00.0;29.3955;11.3791;5.2178;6.1613;86.0709;9.5142;3.0427;6.4715;50.1906;0.7583,
2023-10-26T07:00:00.0/2023-10-26T08:00:00.0;234.2965;133.8690;97.6256;36.2434;548.9435;84.0369;39.5858;44.4511;245.7077;0.7250,
2023-10-26T08:00:00.0/2023-10-26T09:00:00.0;441.7054;292.3718;242.4475;49.9244;752.1609;27.0158;0.0000;27.0158;0.0000;1.0000,
2023-10-26T09:00:00.0/2023-10-26T10:00:00.0;604.9905;422.2262;351.2982;70.9280;800.6682;51.8342;0.0006;51.8336;0.0013;1.0000,
2023-10-26T10:00:00.0/2023-10-26T11:00:00.0;713.0068;507.5338;402.7569;104.7769;778.8995;48.5470;0.0003;48.5467;0.0006;1.0000,
2023-10-26T11:00:00.0/2023-10-26T12:00:00.0;758.3773;541.6595;407.8770;133.7824;741.4401;94.7408;0.0082;94.7326;0.0149;1.0000,
2023-10-26T12:00:00.0/2023-10-26T13:00:00.0;737.9968;523.3087;384.2514;139.0573;717.7383;86.7958;1.1840;85.6118;2.3042;1.0000,
2023-10-26T13:00:00.0/2023-10-26T14:00:00.0;653.2430;453.8784;333.2974;120.5810;702.8723;209.4701;109.3805;100.0897;232.9403;1.0000,
2023-10-26T14:00:00.0/2023-10-26T15:00:00.0;509.8825;337.2656;240.2510;97.0146;647.2145;97.0742;55.1838;41.8903;158.3968;1.0000,
2023-10-26T15:00:00.0/2023-10-26T16:00:00.0;317.6768;188.1916;121.7724;66.4192;517.9686;109.0670;57.4166;51.6504;256.4310;1.0000,
2023-10-26T16:00:00.0/2023-10-26T17:00:00.0;91.8207;40.9966;19.2087;21.7879;185.4751;30.0201;4.6529;25.3672;65.2138;0.9583,
2023-10-26T17:00:00.0/2023-10-26T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T18:00:00.0/2023-10-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T19:00:00.0/2023-10-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T20:00:00.0/2023-10-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T21:00:00.0/2023-10-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T22:00:00.0/2023-10-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-26T23:00:00.0/2023-10-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T00:00:00.0/2023-10-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T01:00:00.0/2023-10-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T02:00:00.0/2023-10-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T03:00:00.0/2023-10-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T04:00:00.0/2023-10-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T05:00:00.0/2023-10-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T06:00:00.0/2023-10-27T07:00:00.0;26.7875;10.2848;3.4449;6.8398;56.4875;10.2848;3.4449;6.8398;56.4875;0.7667,
2023-10-27T07:00:00.0/2023-10-27T08:00:00.0;228.6721;134.5450;89.2379;45.3071;508.5025;134.5450;89.2379;45.3071;508.5025;0.7250,
2023-10-27T08:00:00.0/2023-10-27T09:00:00.0;435.8521;300.2268;236.0065;64.2203;741.6355;226.4666;80.1157;146.3509;281.3778;1.0000,
2023-10-27T09:00:00.0/2023-10-27T10:00:00.0;598.9221;437.1064;359.8786;77.2278;827.9135;382.8046;247.9540;134.8506;573.6890;1.0000,
2023-10-27T10:00:00.0/2023-10-27T11:00:00.0;706.7519;527.2775;436.7017;90.5759;852.0917;274.4427;23.9119;250.5308;47.2831;1.0000,
2023-10-27T11:00:00.0/2023-10-27T12:00:00.0;751.9779;563.6489;462.8961;100.7528;849.0079;188.5749;11.7035;176.8715;21.5178;1.0000,
2023-10-27T12:00:00.0/2023-10-27T13:00:00.0;731.5050;545.4388;444.6976;100.7412;838.4164;308.2365;145.2368;162.9997;271.4855;1.0000,
2023-10-27T13:00:00.0/2023-10-27T14:00:00.0;646.7175;474.1776;383.7817;90.3958;817.9431;464.8736;366.2433;98.6303;783.0950;1.0000,
2023-10-27T14:00:00.0/2023-10-27T15:00:00.0;503.3844;353.9335;277.8315;76.1019;758.8083;345.8236;264.8782;80.9454;717.8665;1.0000,
2023-10-27T15:00:00.0/2023-10-27T16:00:00.0;311.2656;197.1630;139.7081;57.4549;605.3445;194.5280;135.5666;58.9614;591.1591;1.0000,
2023-10-27T16:00:00.0/2023-10-27T17:00:00.0;86.4197;40.8287;20.0177;20.8109;196.9460;40.8287;20.0177;20.8109;196.9460;0.9750,
2023-10-27T17:00:00.0/2023-10-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T18:00:00.0/2023-10-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T19:00:00.0/2023-10-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T20:00:00.0/2023-10-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T21:00:00.0/2023-10-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T22:00:00.0/2023-10-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-27T23:00:00.0/2023-10-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T00:00:00.0/2023-10-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T01:00:00.0/2023-10-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T02:00:00.0/2023-10-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T03:00:00.0/2023-10-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T04:00:00.0/2023-10-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T05:00:00.0/2023-10-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T06:00:00.0/2023-10-28T07:00:00.0;24.2724;9.3952;3.9297;5.4654;70.0192;9.3952;3.9297;5.4654;70.0192;0.7833,
2023-10-28T07:00:00.0/2023-10-28T08:00:00.0;223.0463;130.4997;92.3048;38.1949;542.2574;130.4997;92.3048;38.1949;542.2574;0.7250,
2023-10-28T08:00:00.0/2023-10-28T09:00:00.0;429.9997;293.1215;238.3005;54.8210;759.8951;293.1215;238.3005;54.8210;759.8951;1.0000,
2023-10-28T09:00:00.0/2023-10-28T10:00:00.0;592.8605;429.0061;364.4810;64.5251;847.3069;392.1227;282.8441;109.2786;655.4558;1.0000,
2023-10-28T10:00:00.0/2023-10-28T11:00:00.0;700.5135;520.6495;447.9526;72.6969;882.1954;474.9403;332.9352;142.0051;655.4773;1.0000,
2023-10-28T11:00:00.0/2023-10-28T12:00:00.0;745.6074;559.4352;481.2493;78.1859;890.6608;424.7336;238.4611;186.2726;440.0382;1.0000,
2023-10-28T12:00:00.0/2023-10-28T13:00:00.0;725.0563;541.7474;463.4788;78.2686;882.0089;494.9104;336.8867;158.0237;640.2278;1.0000,
2023-10-28T13:00:00.0/2023-10-28T14:00:00.0;640.2503;469.0215;396.3583;72.6631;853.6375;424.0489;299.3720;124.6768;644.2199;1.0000,
2023-10-28T14:00:00.0/2023-10-28T15:00:00.0;496.9599;347.9376;284.6709;63.2667;787.8445;340.6566;269.4532;71.2033;749.1303;1.0000,
2023-10-28T15:00:00.0/2023-10-28T16:00:00.0;304.9420;191.8008;143.1324;48.6684;634.0692;183.6796;122.3259;61.3537;526.9653;1.0000,
2023-10-28T16:00:00.0/2023-10-28T17:00:00.0;81.2852;38.2503;20.9280;17.3222;216.9939;38.2503;20.9280;17.3222;216.9939;0.9833,
2023-10-28T17:00:00.0/2023-10-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T18:00:00.0/2023-10-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T19:00:00.0/2023-10-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T20:00:00.0/2023-10-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T21:00:00.0/2023-10-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T22:00:00.0/2023-10-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-28T23:00:00.0/2023-10-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T00:00:00.0/2023-10-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T01:00:00.0/2023-10-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T02:00:00.0/2023-10-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T03:00:00.0/2023-10-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T04:00:00.0/2023-10-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T05:00:00.0/2023-10-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2023-10-29T06:00:00.0/2023-10-29T07:00:00.0;21.9092;8.4345;3.8484;4.5861;72.9794;1.0318;0.0000;1.0318;0.0000;0.7917,
2023-10-29T07:00:00.0/2023-10-29T08:00:00.0;217.4198;126.0824;91.2686;34.8138;551.1289;33.3481;0.7155;32.6326;3.2577;0.7250,
2023-10-29T08:00:00.0/2023-10-29T09:00:00.0;424.1492;286.2511;234.1983;52.0529;757.7618;42.5502;0.3017;42.2485;1.2260;1.0000,
2023-10-29T09:00:00.0/2023-10-29T10:00:00.0;586.8075;420.1271;357.5663;62.5607;840.2565;87.8857;0.0388;87.8468;0.0846;1.0000,
2023-10-29T10:00:00.0/2023-10-29T11:00:00.0;694.2935;510.1773;439.4174;70.7599;873.6055;298.0732;51.6619;246.4113;100.9284;1.0000,
2023-10-29T11:00:00.0/2023-10-29T12:00:00.0;739.2678;547.6906;471.3630;76.3276;880.3056;271.4062;19.5209;251.8853;36.4687;1.0000,
2023-10-29T12:00:00.0/2023-10-29T13:00:00.0;718.6531;528.5057;449.6843;78.8214;863.7424;235.1157;10.5534;224.5623;20.4694;1.0000,
2023-10-29T13:00:00.0/2023-10-29T14:00:00.0;633.8440;454.3224;376.9572;77.3653;820.1983;291.5688;66.2963;225.2725;147.0098;1.0000,
2023-10-29T14:00:00.0/2023-10-29T15:00:00.0;490.6115;332.8787;262.2593;70.6194;734.7108;252.6485;83.3493;169.2992;230.3114;1.0000,
2023-10-29T15:00:00.0/2023-10-29T16:00:00.0;298.7086;178.5457;123.5343;55.0113;555.4680;159.6136;77.7216;81.8920;337.3429;1.0000,
2023-10-29T16:00:00.0/2023-10-29T17:00:00.0;76.3507;32.8839;15.0610;17.8229;157.5975;32.0805;12.9745;19.1060;141.2440;1.0000,
